date,maxtp,mintp,rain,cbl,wdsp,hm,ind,ddhm,ind,hg
20-Jan-22,8.8,1.5,0,1035.6,3.6,7,0,320,0,9
21-Jan-22,7.3,3.3,0,1035.8,3.4,8,0,190,0,12
22-Jan-22,8.9,4.9,3,1032.1,4.9,9,0,220,0,15
23-Jan-22,8.1,6,0,1026.1,6.2,9,0,180,0,16
24-Jan-22,9.9,1.9,0,1025,4.4,9,0,180,0,15
25-Jan-22,8.6,4.6,0,1027.6,2.7,5,0,190,0,7
26-Jan-22,10.8,5,2.9,1024.3,8.5,16,0,210,0,27
27-Jan-22,12.1,3.1,0.3,1024.8,3.3,10,0,240,0,20
28-Jan-22,11.7,2.7,0.8,1026.3,9.8,17,0,230,0,32
29-Jan-22,11.1,0.3,1,1025.9,9.4,18,0,240,0,32
30-Jan-22,10.1,-0.3,3.2,1024.4,8,19,0,230,0,31
31-Jan-22,9.8,5.6,0,1025.4,9.4,17,0,290,0,28
01-Feb-22,11.9,8.8,0.5,1022,10,17,0,270,0,28
02-Feb-22,10.5,8.2,0.9,1015.5,7.4,12,0,240,0,21
03-Feb-22,11.6,4.2,6.6,1004.7,11,21,0,210,0,33
04-Feb-22,7.6,1.3,1.7,1009,6.6,15,0,300,0,25
05-Feb-22,9.4,4.3,19.8,1007,14.6,21,0,230,0,34
06-Feb-22,9.4,4.5,4.1,1007.6,10.8,22,0,260,0,32
07-Feb-22,11.8,4.2,2.2,1016.2,12.1,21,0,220,0,33
08-Feb-22,11.4,7.3,5.2,1015.9,7.7,17,0,230,0,28
09-Feb-22,7.8,2,1.4,1017,5.7,13,0,230,0,23
10-Feb-22,8.7,0.2,0.9,1020.9,6.5,15,0,300,0,26
11-Feb-22,8.4,-1.7,1,1016.4,8.5,17,0,180,0,28
12-Feb-22,11.1,7.3,5.5,1002,10.8,17,0,220,0,28
13-Feb-22,7.9,3.7,7,990.4,5.8,14,0,300,0,20
14-Feb-22,9.1,3.1,1.9,997,9,16,0,290,0,23
15-Feb-22,11.5,6.2,13.8,991,10.4,20,0,240,0,33
16-Feb-22,12.6,6.3,5.2,989.6,16.1,25,0,220,0,41
17-Feb-22,8.2,2.8,6.8,993.6,8,19,0,260,0,39
18-Feb-22,6.8,1,9.2,988.3,12.9,26,0,310,0,40
19-Feb-22,10.9,2.5,13.7,998.2,11,24,0,240,0,39
20-Feb-22,11.3,2.8,18,993.8,20,28,0,280,0,45
21-Feb-22,11.2,4.3,1.1,1007.1,13.7,28,0,280,0,46
22-Feb-22,11.6,6.4,3.6,1009.5,12.1,25,0,290,0,38
23-Feb-22,10.6,2.8,4.6,1007.2,14.1,23,0,210,0,38
24-Feb-22,7.2,0.4,5.3,1006.9,10.2,19,0,250,0,34
25-Feb-22,10.7,1.1,0.1,1017.8,8,16,0,220,0,26
26-Feb-22,10.6,7.7,0.2,1010.5,12.1,19,0,180,0,33
27-Feb-22,11.7,7.5,2.8,1004.8,11.7,19,0,180,0,28
28-Feb-22,10.6,-1.8,0,1013.7,5.2,12,0,280,0,18
01-Mar-22,9.3,-3.7,0,1020.9,5.3,14,0,70,0,19
02-Mar-22,11.2,1.2,0.5,1007.9,6.9,12,0,200,0,22
03-Mar-22,10.1,-0.6,1.7,1010.6,4.7,12,0,210,0,20
04-Mar-22,9.7,-3.4,0,1020.5,2.9,7,0,300,0,11
05-Mar-22,9.4,-5.5,0,1026.2,2.9,9,0,40,0,13
06-Mar-22,9.8,-4.6,0,1025.7,4.6,9,0,120,0,15
07-Mar-22,8.8,1.3,0,1012.3,9.5,17,0,130,0,23
08-Mar-22,11.6,2.4,3.3,995.3,13.6,21,0,210,0,39
09-Mar-22,9.8,-1.2,10.2,997.5,6.6,22,0,150,0,39
10-Mar-22,9.6,-2.6,0,998.6,8.9,19,0,140,0,35
11-Mar-22,11.1,4.7,2.5,987.7,8.4,16,0,130,0,27
12-Mar-22,8.2,1.7,6.3,987.2,8.5,19,0,70,0,31
13-Mar-22,9.6,5.7,6.6,991.1,11.1,17,0,230,0,29
14-Mar-22,10.9,1.9,0.9,1012.3,7.3,13,0,240,0,21
15-Mar-22,9.1,2.1,4.7,1011.5,6.2,12,0,180,0,19
16-Mar-22,10.5,-2.8,0,1015.6,3.9,10,0,260,0,17
17-Mar-22,13,0.9,2.2,1023.6,8.2,18,0,220,0,28
18-Mar-22,15.6,-0.8,0,1031.7,6.6,14,0,140,0,23
19-Mar-22,14.7,5.6,0,1025.4,10,20,0,140,0,30
20-Mar-22,10.9,6.3,0,1018.5,7.4,11,0,120,0,18
21-Mar-22,16.3,4.4,0,1016,8.2,12,0,100,0,19
22-Mar-22,16.7,7,0,1017.5,9.1,14,0,120,0,25
23-Mar-22,18.1,4.6,0,1021.8,5.9,11,0,140,0,16
24-Mar-22,11.4,5.1,0.1,1025,2.8,7,0,200,0,10
25-Mar-22,18,4.4,0,1026.7,2.6,6,0,100,0,8
26-Mar-22,17.5,3.9,0,1027.9,5.6,11,0,130,0,17
27-Mar-22,17.3,3.6,0,1025.2,5.3,10,0,80,0,16
28-Mar-22,17.2,2.3,0,1017,3.7,7,0,90,0,10
29-Mar-22,17,0.3,0,1009.1,3.1,7,0,230,0,12
30-Mar-22,11,-0.4,0,1007.4,5.7,16,0,50,0,23
31-Mar-22,9.7,-1.2,0,1015.4,7.7,15,0,330,0,27
01-Apr-22,10.2,-2.3,0,1021,6.2,13,0,310,0,18
02-Apr-22,12,0.2,0,1022.1,6.1,13,0,330,0,21
03-Apr-22,11.2,-3.1,1.2,1019.8,5.3,13,0,240,0,20
04-Apr-22,12.2,9.7,1.6,1012.7,9.2,17,0,280,0,25
05-Apr-22,11.6,8.2,2.9,1002,12,19,0,220,0,33
06-Apr-22,10.7,6.3,5,986.1,14.1,23,0,240,0,41
07-Apr-22,10.3,0.6,3.4,988.6,9.8,21,0,280,0,35
08-Apr-22,9.1,-1.6,0.3,1004.1,7.4,17,0,340,0,26
09-Apr-22,11.8,-3.9,0,1012.5,3.2,8,0,110,0,13
10-Apr-22,12,4.1,0.2,1005.8,9.8,16,0,130,0,26
11-Apr-22,12.2,7.6,0.5,996.4,10.9,22,0,110,0,32
12-Apr-22,12.3,6.9,4.2,999.1,3.5,8,0,90,0,12
13-Apr-22,15.2,8.1,0.1,1007.8,4.6,11,0,240,0,18
14-Apr-22,13.4,8.1,3.2,1012.2,6.4,12,0,140,0,21
15-Apr-22,14,4.9,0.6,1016.2,5.7,15,0,230,0,22
16-Apr-22,14.7,3.5,2.6,1018.2,6.7,15,0,180,0,24
17-Apr-22,13,5.3,11.2,1011.6,6.3,15,0,180,0,26
18-Apr-22,11.3,2.5,0.5,1011.2,6.5,15,0,220,0,24
19-Apr-22,12.2,-0.4,4.4,1014.8,3.8,15,0,330,0,23
20-Apr-22,14.5,0.3,0,1011.6,4.9,10,0,140,0,16
21-Apr-22,17.1,6.9,0,1006.3,9.1,16,0,70,0,23
22-Apr-22,15.3,6.3,0,1007.4,10.3,16,0,60,0,25
23-Apr-22,17.2,3.8,0.1,1006,9.3,19,0,50,0,27
24-Apr-22,15.9,5.2,0,1009.5,9,15,0,60,0,24
25-Apr-22,15.1,3.5,0,1013.3,7.3,13,0,70,0,18
26-Apr-22,15.2,4.4,0,1017.5,5.5,10,0,70,0,14
27-Apr-22,16.9,4.7,0,1023.1,6.2,11,0,80,0,15
28-Apr-22,16,5.2,0,1027,4.5,7,0,310,0,13
29-Apr-22,17.2,2.4,0,1027,3.7,7,0,70,0,10
30-Apr-22,13.3,9.3,9.6,1022.2,6.2,11,0,220,0,20
01-May-22,14.1,10.1,0.7,1016.2,6.2,13,0,230,0,19
02-May-22,15.9,9,0.4,1016.6,3.6,7,0,300,0,10
03-May-22,15.5,7.2,0.1,1015.5,5.8,11,0,270,0,18
04-May-22,15.4,8.8,0,1015.9,6.2,13,0,250,0,20
05-May-22,17.4,9.2,0.1,1018.6,7.3,12,0,210,0,20
06-May-22,17.3,5.9,12.7,1019.7,7,13,0,230,0,22
07-May-22,19,5,0.2,1022.5,2.5,6,0,110,0,9
08-May-22,16.1,9.2,0,1018.1,6.3,11,0,200,0,17
09-May-22,15.4,11.2,4.9,1009.2,11.4,17,0,190,0,28
10-May-22,14.8,9.3,4.2,1002.5,13.4,20,0,210,0,31
11-May-22,14.3,7.5,3.9,1004.5,7.7,14,0,240,0,25
12-May-22,13.4,6,1.3,1009.9,9.3,16,0,240,0,29
13-May-22,15.1,10.9,0,1011.5,11.7,18,0,230,0,28
14-May-22,17.9,8,0,1013.6,5.1,8,0,240,0,13
15-May-22,19.8,6.8,0,1006.4,7.1,13,0,100,0,20
16-May-22,19.9,12.9,11.4,1001.1,6.4,12,0,130,0,20
17-May-22,15.2,9.4,3,1001.8,9.1,13,0,190,0,23
18-May-22,16.2,8.1,8,1003.1,10.1,19,0,140,0,32
19-May-22,17.5,7.3,0.4,1007.4,8.6,15,0,200,0,25
20-May-22,14.9,10.4,3.8,1008.7,9.5,17,0,250,0,30
21-May-22,17.5,10.3,1,1009.8,7.6,14,0,230,0,20
22-May-22,16,10.5,3.5,1003.7,8.9,17,0,210,0,24
23-May-22,15.3,9.1,0.9,999.3,6.6,15,0,310,0,22
24-May-22,15.2,7.7,4.8,1001.9,7.1,12,0,230,0,21
25-May-22,15.2,10.4,4.6,1005.5,10.1,15,0,260,0,25
26-May-22,16.1,9.5,8.6,1015,9.9,17,0,220,0,28
27-May-22,15.7,7.7,0,1022.8,5.8,11,0,230,0,16
28-May-22,19.3,4.7,0,1022.9,4.3,8,0,10,0,14
29-May-22,16.7,5.1,0,1017.8,6.4,12,0,340,0,21
30-May-22,14.2,5.1,0.3,1010.9,8.3,15,0,310,0,21
31-May-22,15,3.8,0.1,1010.6,6.6,14,0,320,0,19
01-Jun-22,19.3,6.5,0.2,1013.6,3.4,7,0,300,0,11
02-Jun-22,15.5,7.5,3.6,1013.3,4.4,10,0,300,0,16
03-Jun-22,17.6,5.9,0.1,1016,5.1,13,0,50,0,21
04-Jun-22,18.2,9.6,0,1016.3,10.2,16,0,70,0,24
05-Jun-22,15.6,10.2,0.3,1012.7,7.1,11,0,70,0,17
06-Jun-22,16,9.7,1,1009.8,5.9,9,0,150,0,14
07-Jun-22,18.5,12.1,2,1000.9,6.2,11,0,110,0,17
08-Jun-22,15.8,12,1.6,999,11.4,19,0,250,0,35
09-Jun-22,18.3,11,3.6,1002.7,10.9,18,0,220,0,29
10-Jun-22,18,12,0.5,1005.3,15.9,23,0,220,0,38
11-Jun-22,15.9,11.6,1.6,1011.9,12.5,19,0,230,0,31
12-Jun-22,15.2,11,0.4,1019.2,8.7,16,0,270,0,25
13-Jun-22,15.8,10.7,0,1019.7,5.8,12,0,220,0,19
14-Jun-22,17.4,10,0,1016,5.9,11,0,230,0,17
15-Jun-22,18.2,8,0,1014.6,5.1,10,0,260,0,18
16-Jun-22,22.5,13.2,0,1012.4,6,11,0,150,0,21
17-Jun-22,18.8,10.2,8.6,1013.1,7.3,11,0,310,0,19
18-Jun-22,17.8,9.3,0.1,1018.1,6.8,14,0,290,0,20
19-Jun-22,15.6,7.8,0,1016.7,9,14,0,340,0,24
20-Jun-22,19.7,5.1,0,1016,5.3,11,0,220,0,19
21-Jun-22,20.6,12.2,0.2,1011.6,3.7,7,0,260,0,12
22-Jun-22,20.2,12.4,0,1010.4,4.8,8,0,260,0,14
23-Jun-22,17.1,11.8,0,1003.2,4.9,9,0,250,0,17
24-Jun-22,15.9,10.3,13.8,992.6,5.8,12,0,270,0,17
25-Jun-22,13.7,9.9,8.6,987.5,11.6,19,0,180,0,29
26-Jun-22,16.5,10,8,995.1,8.3,14,0,270,0,23
27-Jun-22,14.9,8.6,9.4,1003.9,7.8,14,0,220,0,24
28-Jun-22,17.2,11.9,9.8,997.9,10,20,0,190,0,31
29-Jun-22,16.7,7.1,6,1002.6,4.8,12,0,260,0,19
30-Jun-22,16.7,7.9,0,1007.1,4.9,11,0,250,0,18
01-Jul-22,16,10.1,10.2,1006.8,6,11,0,190,0,19
02-Jul-22,18.5,10.4,1.9,1010.6,7,13,0,290,0,19
03-Jul-22,16.1,10.5,0.1,1016,7,12,0,280,0,21
04-Jul-22,16.1,10.9,0.2,1018.2,7.2,12,0,280,0,18
05-Jul-22,19.3,13.7,0,1023.3,6,10,0,230,0,15
06-Jul-22,17.6,13.8,0,1025.8,6.9,13,0,260,0,19
07-Jul-22,21.3,12.9,0,1028.9,5.7,10,0,240,0,17
08-Jul-22,18.9,12.2,0.1,1030.6,5.6,10,0,220,0,16
09-Jul-22,24,12.3,0.1,1028.7,4.1,7,0,340,0,11
10-Jul-22,25.8,13.2,0,1022.4,3.3,6,0,70,0,10
11-Jul-22,24.2,13.9,0.3,1015.7,5.8,14,0,190,0,22
12-Jul-22,20.5,9.2,0.4,1016.8,5.2,12,0,330,0,16
13-Jul-22,19,9.3,0.1,1021,5.7,11,0,240,0,21
14-Jul-22,18.6,9.9,0,1022.1,6.1,11,0,260,0,19
15-Jul-22,20.5,10.8,0.9,1020.3,5.5,9,0,230,0,17
16-Jul-22,25,9.1,0.2,1018.6,3.3,8,0,190,0,13
17-Jul-22,27,14,0,1015,5.2,12,0,190,0,18
18-Jul-22,30.5,14.9,0,1009.5,3.4,11,0,200,0,17
19-Jul-22,19.4,13.6,0,1008.5,6.5,12,0,320,0,18
20-Jul-22,18.4,11.9,0,1016.2,7,12,0,280,0,18
21-Jul-22,18.8,12.1,0.1,1019.8,3.6,6,0,40,0,10
22-Jul-22,22.2,12.1,2.3,1014.1,3.5,7,0,140,0,12
23-Jul-22,20.9,15.5,12.6,1005,8.1,15,0,220,0,23
24-Jul-22,19.6,13.9,13.2,999.1,8.6,16,0,210,0,27
25-Jul-22,18.6,12.1,0.4,1009.2,9.6,16,0,310,0,25
26-Jul-22,18.1,10.8,0,1018.4,3.8,8,0,290,0,12
27-Jul-22,17.6,10.6,1.8,1015.1,3.2,9,0,190,0,15
28-Jul-22,20.9,11.6,0,1011.4,4.5,8,0,80,0,13
29-Jul-22,20,12.1,2.5,1011.2,5.9,11,0,190,0,19
30-Jul-22,17.6,15.5,18.6,1009.8,6.5,11,0,220,0,18
31-Jul-22,21,10.7,0,1012.6,6,11,0,330,0,15
01-Aug-22,19.3,8.2,22.6,1009.1,7.5,17,0,220,0,30
02-Aug-22,18.2,15.2,5.6,1002.9,12,17,0,210,0,26
03-Aug-22,19.1,10.2,1.6,1006.6,8.1,14,0,220,0,22
04-Aug-22,19.8,6.9,0,1015.2,7.7,15,0,330,0,23
05-Aug-22,19.9,7.9,0,1022.1,5.8,11,0,300,0,17
06-Aug-22,18.9,7.5,0,1025.3,5.3,12,0,250,0,19
07-Aug-22,19.8,8.3,0,1023.4,4.9,11,0,230,0,18
08-Aug-22,21.2,6.9,0,1024.3,3.4,8,0,250,0,12
09-Aug-22,22.4,9.1,0.1,1024.7,2.9,7,0,250,0,12
10-Aug-22,25,7.3,0,1021.3,2.6,7,0,240,0,11
11-Aug-22,28,8.7,0.1,1017.9,3,7,0,0,0,9
12-Aug-22,28.5,10.4,0,1014.9,3.7,6,0,30,0,10
13-Aug-22,28.1,12.2,0,1010,4.3,7,0,80,0,12
14-Aug-22,25.8,13,20.7,1003.3,3.2,10,0,90,0,15
15-Aug-22,20,14.1,9.5,1001.8,7.3,13,0,350,0,19
16-Aug-22,18.3,7.8,0,1009.8,9.8,16,0,330,0,26
17-Aug-22,18.1,5.4,0.3,1011.5,4.7,8,0,200,0,13
18-Aug-22,19.4,12.4,2.5,1005.9,7.9,14,0,260,0,25
19-Aug-22,18,12.2,4.5,1007.3,8.4,15,0,240,0,26
20-Aug-22,18.4,7.3,5.8,1007.3,10.2,20,0,230,0,31
21-Aug-22,20.4,7.3,0,1008,2.3,5,0,340,0,9
22-Aug-22,19,12.3,1.7,1004.3,6,11,0,220,0,18
23-Aug-22,19.4,14.3,1.7,1004.9,5,10,0,240,0,15
24-Aug-22,18.5,10.5,0.4,1009.9,6.6,15,0,220,0,24
25-Aug-22,16.7,10.3,2.3,1013.4,5.1,10,0,210,0,16
26-Aug-22,18.9,9.5,0,1015.1,5.3,13,0,310,0,19
27-Aug-22,22,11.2,0.1,1016,2.5,5,0,350,0,8
28-Aug-22,20.4,12.9,0.1,1017.1,5.3,9,0,90,0,14
29-Aug-22,24.1,11.7,0,1018.5,5.1,10,0,100,0,18
30-Aug-22,22.7,12.6,0,1021.6,6.2,11,0,110,0,16
31-Aug-22,20.5,9.6,0,1022.3,5.2,10,0,80,0,15
01-Sep-22,21.3,6.4,0,1017.3,3.3,7,0,90,0,11
02-Sep-22,18.3,8.1,7,1006.8,4.2,10,0,310,0,15
03-Sep-22,17.2,7.1,0.5,998.1,4.5,10,0,100,0,16
04-Sep-22,20.4,10.8,22.1,998.8,8.1,16,0,150,0,27
05-Sep-22,19.8,8.8,7.6,999,10.2,19,0,120,0,30
06-Sep-22,19.3,13.3,1.8,996.2,8.6,13,0,120,0,21
07-Sep-22,19.9,13.6,1.6,994,7.5,13,0,100,0,19
08-Sep-22,21.1,12.4,11.6,999.4,6.6,12,0,320,0,16
09-Sep-22,19.1,12.4,0,1007.8,6.9,12,0,300,0,18
10-Sep-22,19.8,8.6,0,1012.6,3.3,7,0,110,0,10
11-Sep-22,18.7,12,9.9,1007.3,5.5,10,0,90,0,15
12-Sep-22,17.8,9.4,1.7,1007.2,5.3,10,0,20,0,16
13-Sep-22,17.9,8.4,0,1009.2,5.6,8,0,80,0,14
14-Sep-22,18,7.4,0.2,1009.6,5.8,11,0,330,0,17
15-Sep-22,18,7,0.2,1014.7,5.5,11,0,320,0,16
16-Sep-22,17.9,5.9,0,1019.9,4.7,9,0,350,0,14
17-Sep-22,17,2.2,0,1021.3,1.9,5,0,230,0,10
18-Sep-22,14.9,9,0,1020,2,6,0,200,0,8
19-Sep-22,17.9,6.5,0,1020.4,3.1,8,0,200,0,13
20-Sep-22,17.8,10.1,0,1019.6,3.1,7,0,210,0,13
21-Sep-22,17.8,11.5,3.3,1014.6,6.2,11,0,210,0,17
22-Sep-22,19.3,6.3,16.2,1011.2,4.9,10,0,340,0,15
23-Sep-22,17.1,5.5,0.2,1015.4,4.3,13,0,320,0,20
24-Sep-22,16.1,4.8,0,1019.5,5.8,12,0,40,0,18
25-Sep-22,15.4,3.6,0.2,1013.7,5.9,14,0,280,0,23
26-Sep-22,15.2,8.7,0,1006.1,11.6,19,0,310,0,30
27-Sep-22,12.9,8.5,4.6,1002.9,6.2,15,0,320,0,23
28-Sep-22,15.1,6.3,0.6,1002.5,7.9,14,0,320,0,21
29-Sep-22,17.3,5.3,0.2,1004.6,4.8,10,0,310,0,13
30-Sep-22,17.6,10.4,24.7,994.7,10.7,20,0,230,0,32
01-Oct-22,16.8,10.9,3.6,1001.8,7.7,14,0,270,0,26
02-Oct-22,16.3,7.4,0,1014.7,3.7,8,0,230,0,14
03-Oct-22,18,8.5,0.1,1010.8,8.9,15,0,190,0,26
04-Oct-22,16.9,12.5,21,999.7,7.4,16,0,200,0,26
05-Oct-22,13.6,9.9,9.7,1004.6,7.7,18,0,300,0,30
06-Oct-22,16.2,13.1,8.2,1012.2,13.3,19,0,230,0,32
07-Oct-22,14.9,6.9,11.4,1010.8,8.3,19,0,230,0,30
08-Oct-22,14.4,3.1,0.1,1013.6,4.5,10,0,220,0,16
09-Oct-22,14.6,5,10.5,1003.2,8.2,16,0,300,0,25
10-Oct-22,16,2.8,0,1015.4,4.3,11,0,290,0,17
11-Oct-22,13.1,8.7,0,1015.3,7.1,13,0,200,0,22
12-Oct-22,14.8,5.1,3.8,1010.6,4.1,15,0,200,0,23
13-Oct-22,14.5,3.8,0.2,1007.9,5.1,13,0,200,0,18
14-Oct-22,14.1,7.6,6.2,998.1,5.6,12,0,200,0,20
15-Oct-22,10.4,5.3,16.5,989.6,7.2,16,0,210,0,28
16-Oct-22,12,4.2,5,993.8,7.7,18,0,100,0,30
17-Oct-22,14.2,5.7,2.1,1002.2,11,21,0,210,0,37
18-Oct-22,16.3,6.4,0.5,1016.5,9.4,14,0,80,0,24
19-Oct-22,14.8,11.7,10.6,1006.3,13.6,19,0,80,0,29
20-Oct-22,17.5,11,0.2,994.5,7.8,13,0,100,0,19
21-Oct-22,15.9,11.3,5.4,984.9,10.8,21,0,80,0,29
22-Oct-22,14,7.1,12.1,992.9,7.7,14,0,200,0,23
23-Oct-22,17,8.6,11.8,992.2,3.9,8,0,130,0,14
24-Oct-22,14.9,10.2,7,993.7,5.8,13,0,240,0,19
25-Oct-22,15.8,9.3,6.9,991.9,7.8,13,0,150,0,19
26-Oct-22,14.9,10.4,3.7,991,10.4,18,0,190,0,30
27-Oct-22,17.8,11.7,5,996.3,8.8,17,0,150,0,25
28-Oct-22,16.4,9.8,9.2,998.1,6.8,18,0,200,0,26
29-Oct-22,17.2,11.1,14.2,997.4,9.8,19,0,90,0,29
30-Oct-22,14.4,10.6,0.9,995.8,8.5,17,0,210,0,25
31-Oct-22,14.1,6.6,13.4,994.6,5,15,0,160,0,26
01-Nov-22,10.4,6.5,5.5,995.7,6.9,14,0,210,0,25
02-Nov-22,12.8,6.3,25.3,992.3,12.4,28,0,220,0,46
03-Nov-22,12,4.2,3.9,996.5,5.4,11,0,200,0,19
04-Nov-22,12.8,0.9,1.7,1007.5,3.8,8,0,150,0,15
05-Nov-22,13.9,8.8,3.8,999.1,7.4,13,0,150,0,22
06-Nov-22,12.3,8.1,4.8,988.8,8.3,15,0,210,0,23
07-Nov-22,14.4,7.8,12.4,980,9.7,17,0,180,0,27
08-Nov-22,11.9,7,6.6,981.7,7.1,14,0,220,0,25
09-Nov-22,13.4,8,8,993.4,9,16,0,230,0,25
10-Nov-22,16.4,13.4,1,999.7,14.4,19,0,210,0,34
11-Nov-22,16.1,7.7,3.2,1006.8,11.2,22,0,210,0,35
12-Nov-22,14.6,11,4.9,1009.9,8.1,14,0,150,0,22
13-Nov-22,15.2,9.9,4.5,1003.5,7.8,19,0,150,0,31
14-Nov-22,12.1,5.7,3.7,990.9,7.9,18,0,140,0,29
15-Nov-22,10.8,3,0.2,982.1,4.7,11,0,250,0,21
16-Nov-22,11.4,0.2,0,980.5,2.8,6,0,70,0,9
17-Nov-22,10.3,-0.8,0.4,987.8,2.7,9,0,300,0,14
18-Nov-22,10.2,-0.9,0.6,1001.1,4.4,11,0,300,0,20
19-Nov-22,8.4,-1.8,7.1,1003.6,6.2,14,0,150,0,25
20-Nov-22,9.1,4.8,4.2,996.9,6.3,14,0,220,0,26
21-Nov-22,9.1,5.7,8.3,985.1,7.2,13,0,130,0,23
22-Nov-22,9.7,2,1,980.5,4.2,11,0,340,0,16
23-Nov-22,9.5,5.8,18.7,977.2,10.6,21,0,220,0,36
24-Nov-22,10.1,6.2,13,984.3,10.5,19,0,200,0,33
25-Nov-22,11.4,7.7,0.8,1000.6,9,14,0,240,0,32
26-Nov-22,14.2,10.3,1.4,1000.5,12.2,20,0,220,0,33
27-Nov-22,10.9,6.8,7.5,996.8,9.6,18,0,200,0,29
28-Nov-22,11.6,6.4,2.6,1002.4,5.4,11,0,310,0,17
29-Nov-22,8,1.4,0,1012.2,4.5,9,0,110,0,14
30-Nov-22,12.9,7.8,1.1,1015.2,6.2,11,0,210,0,18
01-Dec-22,11.1,6.5,0,1019.5,5.4,9,0,190,0,16
02-Dec-22,10.1,5.5,0,1020.4,4.4,8,0,160,0,11
03-Dec-22,7.7,3.3,0,1018.7,3.1,6,0,80,0,8
04-Dec-22,6.6,1.8,2.2,1015.6,7.8,14,0,60,0,21
05-Dec-22,7.2,3.7,0.1,1020.5,8.3,12,0,40,0,19
06-Dec-22,6.4,-1,0,1023.7,5.8,11,0,50,0,19
07-Dec-22,6,-1.1,0,1019.8,3.5,7,0,0,0,10
08-Dec-22,4.4,-3.5,0,1012.1,3.3,6,0,10,0,10
09-Dec-22,-1.3,-6.4,0,1007.3,1.8,6,0,350,0,8
10-Dec-22,3.7,-6.3,0,1005.2,1.2,3,0,0,0,4
11-Dec-22,1.6,-8.1,0,1005.6,1.2,4,0,190,0,6
12-Dec-22,-1.5,-7.2,0,1002.3,3.2,6,0,90,0,7
13-Dec-22,0,-3.9,0,1002.6,3.3,6,0,50,0,10
14-Dec-22,1.6,-5.6,0,1006.6,5.3,8,0,50,0,14
15-Dec-22,2.4,-8.1,0,1011.9,2.3,6,0,330,0,9
16-Dec-22,2.3,-7.1,6.9,1011.3,4.2,10,0,210,0,15
17-Dec-22,5.8,-0.7,1.8,1008.2,4.4,9,0,100,0,12
18-Dec-22,13.3,1.8,1.4,994.1,10.2,14,0,120,0,25
19-Dec-22,13.4,6.5,7.5,983.8,11.4,18,0,190,0,32
20-Dec-22,7.6,4,9,991.3,12.1,20,0,220,0,35
21-Dec-22,9.7,3.8,5.9,992.8,10.4,20,0,240,0,37
22-Dec-22,8,0.6,2.5,996.3,2.4,6,0,80,0,8
23-Dec-22,11.4,1,15.5,991.3,9.6,18,0,230,0,30
24-Dec-22,9.2,5.5,3.6,993.1,7.3,12,0,190,0,21
25-Dec-22,10.3,0.6,5,997.6,6.7,16,0,320,0,25
26-Dec-22,6.4,0.7,0.9,1008.7,4.6,12,0,270,0,21
27-Dec-22,9.3,3.4,3.5,1005.6,7.9,15,0,190,0,26
28-Dec-22,10.7,4.5,10.7,988,8.8,19,0,210,0,33
29-Dec-22,8.9,4.2,9.2,986.4,8.3,16,0,290,0,29
30-Dec-22,9.3,3.3,22.9,980,8.3,17,0,240,0,34
31-Dec-22,6,4.1,5.7,987.4,2.9,7,0,0,0,12
01-Jan-23,6.9,0.1,1.4,997.6,2.4,6,0,300,0,8
02-Jan-23,8.6,-3.6,0,1006.6,5,17,0,160,0,31
03-Jan-23,12.4,8.1,7.6,998.1,13,21,0,230,0,34
04-Jan-23,11.8,9,1.6,1003.9,12.8,20,0,230,0,33
05-Jan-23,12,6.9,4.8,1005.4,10.6,20,0,220,0,31
06-Jan-23,10.5,5.7,4.2,995.5,8,14,0,220,0,25
07-Jan-23,9.1,3,5.3,980.3,10.4,23,0,220,0,35
08-Jan-23,8.3,3.4,4.3,979.5,9.2,19,0,240,0,30
09-Jan-23,8.8,3.8,3.1,994,8.2,17,0,300,0,32
10-Jan-23,13,4.8,27.3,992,12.4,23,0,220,0,38
11-Jan-23,11.1,4.6,18.4,991.9,13.2,25,0,240,0,38
12-Jan-23,11.1,4.7,6.9,990.8,17.1,26,0,250,0,43
13-Jan-23,9.2,5.9,14.4,998.4,8.7,20,0,280,0,30
14-Jan-23,8.6,1.8,1.9,991.2,9,18,0,270,0,30
15-Jan-23,6.5,-2.6,2.7,991.3,4.6,13,0,290,0,20
16-Jan-23,2.7,-4.2,0,987.8,2.2,7,0,320,0,9
17-Jan-23,4.8,-6,0.2,989.1,3.1,7,0,260,0,13
18-Jan-23,4.9,-1.7,1.8,999.1,5.8,20,0,310,0,32
19-Jan-23,5.4,-3.6,0,1006.5,2.2,7,0,310,0,9
20-Jan-23,7.3,-1.5,0,1014.8,5,9,0,110,0,13
21-Jan-23,10.5,7.1,0.2,1019.8,6,10,0,200,0,18
22-Jan-23,11.1,7,3.4,1021.7,5.7,11,0,200,0,18
23-Jan-23,8.8,6.1,0,1027.8,2.7,5,0,210,0,7
24-Jan-23,9.1,6.7,0.6,1031.7,5,8,0,230,0,14
25-Jan-23,10,2.3,0.1,1031.1,6.5,12,0,320,0,19
26-Jan-23,8,1.2,0,1033.2,3.6,9,0,320,0,12
27-Jan-23,7.2,3.8,0,1029.8,3,6,0,210,0,9
28-Jan-23,7.8,4.9,1.2,1026.9,3.7,6,0,190,0,10
29-Jan-23,10.6,4.8,0.8,1021.3,7.5,14,0,240,0,24
30-Jan-23,9.3,5.8,1.2,1020.9,7.5,16,0,240,0,25
